CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
4.2053,,2.15333,0.01506,-0.01506,Rustamkulov et al. 2022,0.14674,5.1E-4,-5.1E-4,Calculated,1.278,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.22412,,2.18501,0.01504,-0.01504,Rustamkulov et al. 2022,0.14782,5.1E-4,-5.1E-4,Calculated,1.2874,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.24285,,2.19267,0.01518,-0.01518,Rustamkulov et al. 2022,0.14808,5.1E-4,-5.1E-4,Calculated,1.2897,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.26149,,2.23747,0.01535,-0.01535,Rustamkulov et al. 2022,0.14958,5.1E-4,-5.1E-4,Calculated,1.3028,0.0338,-0.0338,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.28005,,2.24901,0.01546,-0.01546,Rustamkulov et al. 2022,0.14997,5.1E-4,-5.2E-4,Calculated,1.3061,0.0339,-0.0339,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.29852,,2.24815,0.01562,-0.01562,Rustamkulov et al. 2022,0.14994,5.2E-4,-5.2E-4,Calculated,1.3059,0.0339,-0.0339,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.3169,,2.25534,0.01593,-0.01593,Rustamkulov et al. 2022,0.15018,5.3E-4,-5.3E-4,Calculated,1.308,0.0339,-0.0339,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.33521,,2.25417,0.01602,-0.01602,Rustamkulov et al. 2022,0.15014,5.3E-4,-5.3E-4,Calculated,1.3076,0.0339,-0.0339,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.35343,,2.2763,0.01642,-0.01642,Rustamkulov et al. 2022,0.15087,5.4E-4,-5.5E-4,Calculated,1.314,0.0341,-0.0341,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.37157,,2.26557,0.01682,-0.01682,Rustamkulov et al. 2022,0.15052,5.6E-4,-5.6E-4,Calculated,1.3109,0.034,-0.034,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.38963,,2.26735,0.0169,-0.0169,Rustamkulov et al. 2022,0.15058,5.6E-4,-5.6E-4,Calculated,1.3114,0.0341,-0.0341,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.40761,,2.26739,0.01726,-0.01726,Rustamkulov et al. 2022,0.15058,5.7E-4,-5.7E-4,Calculated,1.3114,0.0341,-0.0341,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.42552,,2.27389,0.01731,-0.01731,Rustamkulov et al. 2022,0.15079,5.7E-4,-5.8E-4,Calculated,1.3133,0.0341,-0.0341,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.44335,,2.23932,0.01752,-0.01752,Rustamkulov et al. 2022,0.14964,5.8E-4,-5.9E-4,Calculated,1.3033,0.0339,-0.0339,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.4611,,2.1809,0.01747,-0.01747,Rustamkulov et al. 2022,0.14768,5.9E-4,-5.9E-4,Calculated,1.2862,0.0335,-0.0335,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.47877,,2.22239,0.01783,-0.01783,Rustamkulov et al. 2022,0.14908,6.0E-4,-6.0E-4,Calculated,1.2984,0.0338,-0.0338,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.49637,,2.22644,0.01787,-0.01787,Rustamkulov et al. 2022,0.14921,6.0E-4,-6.0E-4,Calculated,1.2996,0.0338,-0.0338,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.5139,,2.17991,0.01814,-0.01814,Rustamkulov et al. 2022,0.14765,6.1E-4,-6.2E-4,Calculated,1.2859,0.0335,-0.0335,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.53136,,2.15768,0.01839,-0.01839,Rustamkulov et al. 2022,0.14689,6.2E-4,-6.3E-4,Calculated,1.2793,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.54874,,2.19939,0.01889,-0.01889,Rustamkulov et al. 2022,0.1483,6.4E-4,-6.4E-4,Calculated,1.2916,0.0337,-0.0337,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.56605,,2.17339,0.019,-0.019,Rustamkulov et al. 2022,0.14742,6.4E-4,-6.5E-4,Calculated,1.284,0.0335,-0.0335,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.58759,,2.16542,0.01575,-0.01575,Rustamkulov et al. 2022,0.14715,5.3E-4,-5.4E-4,Calculated,1.2816,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.6133,,2.15699,0.01626,-0.01626,Rustamkulov et al. 2022,0.14687,5.5E-4,-5.5E-4,Calculated,1.2791,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.63885,,2.14932,0.01604,-0.01604,Rustamkulov et al. 2022,0.14661,5.5E-4,-5.5E-4,Calculated,1.2768,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.66425,,2.14693,0.0162,-0.0162,Rustamkulov et al. 2022,0.14652,5.5E-4,-5.5E-4,Calculated,1.2761,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.6895,,2.15992,0.01644,-0.01644,Rustamkulov et al. 2022,0.14697,5.6E-4,-5.6E-4,Calculated,1.28,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.71461,,2.17604,0.01683,-0.01683,Rustamkulov et al. 2022,0.14751,5.7E-4,-5.7E-4,Calculated,1.2848,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.73957,,2.16413,0.01723,-0.01723,Rustamkulov et al. 2022,0.14711,5.8E-4,-5.9E-4,Calculated,1.2812,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.76438,,2.16688,0.01699,-0.01699,Rustamkulov et al. 2022,0.1472,5.8E-4,-5.8E-4,Calculated,1.2821,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.78906,,2.1653,0.01702,-0.01702,Rustamkulov et al. 2022,0.14715,5.8E-4,-5.8E-4,Calculated,1.2816,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.8136,,2.16525,0.01778,-0.01778,Rustamkulov et al. 2022,0.14715,6.0E-4,-6.1E-4,Calculated,1.2816,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.83801,,2.14724,0.01854,-0.01854,Rustamkulov et al. 2022,0.14653,6.3E-4,-6.3E-4,Calculated,1.2762,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.86228,,2.15493,0.01827,-0.01827,Rustamkulov et al. 2022,0.1468,6.2E-4,-6.2E-4,Calculated,1.2785,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.88642,,2.14418,0.0181,-0.0181,Rustamkulov et al. 2022,0.14643,6.2E-4,-6.2E-4,Calculated,1.2753,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.91043,,2.13038,0.01892,-0.01892,Rustamkulov et al. 2022,0.14596,6.5E-4,-6.5E-4,Calculated,1.2712,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.93431,,2.14796,0.01908,-0.01908,Rustamkulov et al. 2022,0.14656,6.5E-4,-6.5E-4,Calculated,1.2764,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.95806,,2.15849,0.0192,-0.0192,Rustamkulov et al. 2022,0.14692,6.5E-4,-6.5E-4,Calculated,1.2796,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
4.98169,,2.14684,0.01921,-0.01921,Rustamkulov et al. 2022,0.14652,6.5E-4,-6.6E-4,Calculated,1.2761,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.0052,,2.13109,0.01985,-0.01985,Rustamkulov et al. 2022,0.14598,6.8E-4,-6.8E-4,Calculated,1.2714,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.03247,,2.11256,0.01736,-0.01736,Rustamkulov et al. 2022,0.14535,6.0E-4,-6.0E-4,Calculated,1.2659,0.0329,-0.0329,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.06344,,2.15314,0.01772,-0.01772,Rustamkulov et al. 2022,0.14674,6.0E-4,-6.0E-4,Calculated,1.278,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.0942,,2.12889,0.0188,-0.0188,Rustamkulov et al. 2022,0.14591,6.4E-4,-6.5E-4,Calculated,1.2708,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.12476,,2.13304,0.01848,-0.01848,Rustamkulov et al. 2022,0.14605,6.3E-4,-6.3E-4,Calculated,1.272,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.15511,,2.1471,0.019,-0.019,Rustamkulov et al. 2022,0.14653,6.5E-4,-6.5E-4,Calculated,1.2762,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.18527,,2.12517,0.01945,-0.01945,Rustamkulov et al. 2022,0.14578,6.7E-4,-6.7E-4,Calculated,1.2697,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.21524,,2.12887,0.0191,-0.0191,Rustamkulov et al. 2022,0.14591,6.5E-4,-6.6E-4,Calculated,1.2708,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.24501,,2.15143,0.01983,-0.01983,Rustamkulov et al. 2022,0.14668,6.7E-4,-6.8E-4,Calculated,1.2775,0.0334,-0.0334,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.2746,,2.14526,0.01982,-0.01982,Rustamkulov et al. 2022,0.14647,6.7E-4,-6.8E-4,Calculated,1.2756,0.0333,-0.0333,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.30766,,2.12378,0.01845,-0.01845,Rustamkulov et al. 2022,0.14573,6.3E-4,-6.3E-4,Calculated,1.2692,0.0331,-0.0331,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.34413,,2.11674,0.02096,-0.02096,Rustamkulov et al. 2022,0.14549,7.2E-4,-7.2E-4,Calculated,1.2671,0.0332,-0.0332,Calculated,,,,0.895,0.023,-0.023,Faedi et al. 2011
